task_id,run_id,flow_id,hpo_config,predictive_accuracy
16,575204,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575246,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575285,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575325,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575364,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575406,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575445,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575494,3897,"{'weka.AttributeSelectedClassifier_ZeroR(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_ZeroR(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_ZeroR(1)_W': 'weka.classifiers.rules.ZeroR'}",0.1
16,575540,3898,"{'weka.OneR(18)_B': '6', 'weka.AttributeSelectedClassifier_OneR(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_OneR(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_OneR(1)_W': 'weka.classifiers.rules.OneR'}",0.3005
16,575579,3899,"{'weka.AttributeSelectedClassifier_AdaBoostM1_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_DecisionStump(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_DecisionStump(16)_P': '100', 'weka.AdaBoostM1_DecisionStump(16)_S': '1', 'weka.AdaBoostM1_DecisionStump(16)_I': '10', 'weka.AdaBoostM1_DecisionStump(16)_W': 'weka.classifiers.trees.DecisionStump'}",0.1945
16,575619,3901,"{'weka.REPTree(15)_M': '2', 'weka.REPTree(15)_V': '0.001', 'weka.REPTree(15)_N': '3', 'weka.REPTree(15)_S': '1', 'weka.REPTree(15)_L': '-1', 'weka.REPTree(15)_I': '0.0', 'weka.AttributeSelectedClassifier_Bagging_REPTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_REPTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_REPTree(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_REPTree(22)_P': '100', 'weka.Bagging_REPTree(22)_S': '1', 'weka.Bagging_REPTree(22)_num-slots': '1', 'weka.Bagging_REPTree(22)_I': '10', 'weka.Bagging_REPTree(22)_W': 'weka.classifiers.trees.REPTree'}",0.8735
16,575671,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,575735,3904,"{'weka.AttributeSelectedClassifier_BayesNet(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_BayesNet(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_BayesNet(1)_W': 'weka.classifiers.bayes.BayesNet', 'weka.BayesNet(1)_D': 'true', 'weka.BayesNet(1)_Q': 'weka.classifiers.bayes.net.search.local.K2'}",0.9275
16,575774,3558,"{'weka.PolyKernel(9)_E': '1.0', 'weka.PolyKernel(9)_C': '250007', 'weka.AttributeSelectedClassifier_SMO_PolyKernel(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_SMO_PolyKernel(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_SMO_PolyKernel(1)_W': 'weka.classifiers.functions.SMO', 'weka.SMO_PolyKernel(14)_C': '1.0', 'weka.SMO_PolyKernel(14)_N': '0', 'weka.SMO_PolyKernel(14)_L': '0.001', 'weka.SMO_PolyKernel(14)_P': '1.0E-12', 'weka.SMO_PolyKernel(14)_V': '-1', 'weka.SMO_PolyKernel(14)_W': '1', 'weka.SMO_PolyKernel(14)_K': 'weka.classifiers.functions.supportVector.PolyKernel'}",0.9655
16,575810,3906,"{'weka.RBFKernel(4)_G': '0.01', 'weka.RBFKernel(4)_C': '250007', 'weka.AttributeSelectedClassifier_SMO_RBFKernel(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_SMO_RBFKernel(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_SMO_RBFKernel(1)_W': 'weka.classifiers.functions.SMO', 'weka.SMO_RBFKernel(6)_C': '1.0', 'weka.SMO_RBFKernel(6)_N': '0', 'weka.SMO_RBFKernel(6)_L': '0.001', 'weka.SMO_RBFKernel(6)_P': '1.0E-12', 'weka.SMO_RBFKernel(6)_V': '-1', 'weka.SMO_RBFKernel(6)_W': '1', 'weka.SMO_RBFKernel(6)_K': 'weka.classifiers.functions.supportVector.RBFKernel'}",0.929
16,575845,3581,"{'weka.JRip(5)_F': '3', 'weka.JRip(5)_N': '2.0', 'weka.JRip(5)_O': '2', 'weka.JRip(5)_S': '1', 'weka.AttributeSelectedClassifier_JRip(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_JRip(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_JRip(1)_W': 'weka.classifiers.rules.JRip'}",0.801
16,575892,3908,"{'weka.A1DE(28)_F': '1', 'weka.A1DE(28)_M': '1.0', 'weka.AttributeSelectedClassifier_A1DE(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_A1DE(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_A1DE(1)_W': 'weka.classifiers.bayes.AveragedNDependenceEstimators.A1DE'}",0.9625
16,575934,3909,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.AttributeSelectedClassifier_AdaBoostM1_IBk(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_IBk(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_IBk(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_IBk(5)_P': '100', 'weka.AdaBoostM1_IBk(5)_S': '1', 'weka.AdaBoostM1_IBk(5)_I': '10', 'weka.AdaBoostM1_IBk(5)_W': 'weka.classifiers.lazy.IBk'}",0.965
16,575972,3911,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.AttributeSelectedClassifier_AdaBoostM1_J48(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_J48(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_J48(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_J48(4)_P': '100', 'weka.AdaBoostM1_J48(4)_S': '1', 'weka.AdaBoostM1_J48(4)_I': '10', 'weka.AdaBoostM1_J48(4)_W': 'weka.classifiers.trees.J48'}",0.94
16,576017,3913,"{'weka.LMT(4)_I': '-1', 'weka.LMT(4)_M': '15', 'weka.LMT(4)_W': '0.0', 'weka.AttributeSelectedClassifier_AdaBoostM1_LMT(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_LMT(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_LMT(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_LMT(3)_P': '100', 'weka.AdaBoostM1_LMT(3)_S': '1', 'weka.AdaBoostM1_LMT(3)_I': '10', 'weka.AdaBoostM1_LMT(3)_W': 'weka.classifiers.trees.LMT'}",0.9505
16,576066,3915,"{'weka.AttributeSelectedClassifier_AdaBoostM1_NaiveBayes(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_NaiveBayes(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_NaiveBayes(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_NaiveBayes(3)_P': '100', 'weka.AdaBoostM1_NaiveBayes(3)_S': '1', 'weka.AdaBoostM1_NaiveBayes(3)_I': '10', 'weka.AdaBoostM1_NaiveBayes(3)_W': 'weka.classifiers.bayes.NaiveBayes'}",0.9355
16,576109,3917,"{'weka.OneR(18)_B': '6', 'weka.AttributeSelectedClassifier_AdaBoostM1_OneR(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_OneR(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_OneR(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_OneR(3)_P': '100', 'weka.AdaBoostM1_OneR(3)_S': '1', 'weka.AdaBoostM1_OneR(3)_I': '10', 'weka.AdaBoostM1_OneR(3)_W': 'weka.classifiers.rules.OneR'}",0.2805
16,576156,3919,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AttributeSelectedClassifier_AdaBoostM1_RandomTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_RandomTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_RandomTree(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_RandomTree(3)_P': '100', 'weka.AdaBoostM1_RandomTree(3)_S': '1', 'weka.AdaBoostM1_RandomTree(3)_I': '10', 'weka.AdaBoostM1_RandomTree(3)_W': 'weka.classifiers.trees.RandomTree'}",0.7455
16,576203,3921,"{'weka.REPTree(15)_M': '2', 'weka.REPTree(15)_V': '0.001', 'weka.REPTree(15)_N': '3', 'weka.REPTree(15)_S': '1', 'weka.REPTree(15)_L': '-1', 'weka.REPTree(15)_I': '0.0', 'weka.AttributeSelectedClassifier_AdaBoostM1_REPTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_AdaBoostM1_REPTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_AdaBoostM1_REPTree(1)_W': 'weka.classifiers.meta.AdaBoostM1', 'weka.AdaBoostM1_REPTree(11)_P': '100', 'weka.AdaBoostM1_REPTree(11)_S': '1', 'weka.AdaBoostM1_REPTree(11)_I': '10', 'weka.AdaBoostM1_REPTree(11)_W': 'weka.classifiers.trees.REPTree'}",0.923
16,576243,3923,"{'weka.AttributeSelectedClassifier_Bagging_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_DecisionStump(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_DecisionStump(4)_P': '100', 'weka.Bagging_DecisionStump(4)_S': '1', 'weka.Bagging_DecisionStump(4)_num-slots': '1', 'weka.Bagging_DecisionStump(4)_I': '10', 'weka.Bagging_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.198
16,576283,3925,"{'weka.IBk(7)_K': '1', 'weka.IBk(7)_W': '0', 'weka.IBk(7)_A': 'true', 'weka.AttributeSelectedClassifier_Bagging_IBk(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_IBk(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_IBk(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_IBk(4)_P': '100', 'weka.Bagging_IBk(4)_S': '1', 'weka.Bagging_IBk(4)_num-slots': '1', 'weka.Bagging_IBk(4)_I': '10', 'weka.Bagging_IBk(4)_W': 'weka.classifiers.lazy.IBk'}",0.964
16,576318,3927,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.AttributeSelectedClassifier_Bagging_J48(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_J48(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_J48(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_J48(7)_P': '100', 'weka.Bagging_J48(7)_S': '1', 'weka.Bagging_J48(7)_num-slots': '1', 'weka.Bagging_J48(7)_I': '10', 'weka.Bagging_J48(7)_W': 'weka.classifiers.trees.J48'}",0.8995
16,576361,3929,"{'weka.JRip(5)_F': '3', 'weka.JRip(5)_N': '2.0', 'weka.JRip(5)_O': '2', 'weka.JRip(5)_S': '1', 'weka.AttributeSelectedClassifier_Bagging_JRip(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_JRip(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_JRip(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_JRip(4)_P': '100', 'weka.Bagging_JRip(4)_S': '1', 'weka.Bagging_JRip(4)_num-slots': '1', 'weka.Bagging_JRip(4)_I': '10', 'weka.Bagging_JRip(4)_W': 'weka.classifiers.rules.JRip'}",0.9315
16,576529,3931,"{'weka.LMT(4)_I': '-1', 'weka.LMT(4)_M': '15', 'weka.LMT(4)_W': '0.0', 'weka.AttributeSelectedClassifier_Bagging_LMT(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_LMT(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_LMT(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_LMT(3)_P': '100', 'weka.Bagging_LMT(3)_S': '1', 'weka.Bagging_LMT(3)_num-slots': '1', 'weka.Bagging_LMT(3)_I': '10', 'weka.Bagging_LMT(3)_W': 'weka.classifiers.trees.LMT'}",0.962
16,576584,3933,"{'weka.AttributeSelectedClassifier_Bagging_LWL_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_LWL_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_LWL_DecisionStump(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_LWL_DecisionStump(3)_P': '100', 'weka.Bagging_LWL_DecisionStump(3)_S': '1', 'weka.Bagging_LWL_DecisionStump(3)_num-slots': '1', 'weka.Bagging_LWL_DecisionStump(3)_I': '10', 'weka.Bagging_LWL_DecisionStump(3)_W': 'weka.classifiers.lazy.LWL', 'weka.LWL_DecisionStump(4)_A': 'true', 'weka.LWL_DecisionStump(4)_K': '-1', 'weka.LWL_DecisionStump(4)_U': '0', 'weka.LWL_DecisionStump(4)_W': 'weka.classifiers.trees.DecisionStump'}",0.67
16,576598,3936,"{'weka.AttributeSelectedClassifier_Bagging_NaiveBayes(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_NaiveBayes(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_NaiveBayes(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_NaiveBayes(10)_P': '100', 'weka.Bagging_NaiveBayes(10)_S': '1', 'weka.Bagging_NaiveBayes(10)_num-slots': '1', 'weka.Bagging_NaiveBayes(10)_I': '10', 'weka.Bagging_NaiveBayes(10)_W': 'weka.classifiers.bayes.NaiveBayes'}",0.9395
16,576639,3938,"{'weka.OneR(18)_B': '6', 'weka.AttributeSelectedClassifier_Bagging_OneR(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_OneR(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_OneR(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_OneR(13)_P': '100', 'weka.Bagging_OneR(13)_S': '1', 'weka.Bagging_OneR(13)_num-slots': '1', 'weka.Bagging_OneR(13)_I': '10', 'weka.Bagging_OneR(13)_W': 'weka.classifiers.rules.OneR'}",0.31
16,576680,3940,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AttributeSelectedClassifier_Bagging_RandomTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_Bagging_RandomTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_Bagging_RandomTree(1)_W': 'weka.classifiers.meta.Bagging', 'weka.Bagging_RandomTree(10)_P': '100', 'weka.Bagging_RandomTree(10)_S': '1', 'weka.Bagging_RandomTree(10)_num-slots': '1', 'weka.Bagging_RandomTree(10)_I': '10', 'weka.Bagging_RandomTree(10)_W': 'weka.classifiers.trees.RandomTree'}",0.92
16,576718,3942,"{'weka.AttributeSelectedClassifier_NaiveBayesUpdateable(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_NaiveBayesUpdateable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_NaiveBayesUpdateable(1)_W': 'weka.classifiers.bayes.NaiveBayesUpdateable'}",0.938
16,576767,3943,"{'weka.KStar(4)_B': '20', 'weka.KStar(4)_M': 'a', 'weka.AttributeSelectedClassifier_KStar(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_KStar(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_KStar(1)_W': 'weka.classifiers.lazy.KStar'}",0.942
16,576809,3944,"{'weka.AttributeSelectedClassifier_LWL_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_LWL_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_LWL_DecisionStump(1)_W': 'weka.classifiers.lazy.LWL', 'weka.LWL_DecisionStump(5)_A': 'true', 'weka.LWL_DecisionStump(5)_K': '-1', 'weka.LWL_DecisionStump(5)_U': '0', 'weka.LWL_DecisionStump(5)_W': 'weka.classifiers.trees.DecisionStump'}",0.6525
16,576890,3946,"{'weka.J48(33)_C': '0.25', 'weka.J48(33)_M': '2', 'weka.AttributeSelectedClassifier_LWL_J48(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_LWL_J48(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_LWL_J48(1)_W': 'weka.classifiers.lazy.LWL', 'weka.LWL_J48(3)_A': 'true', 'weka.LWL_J48(3)_K': '-1', 'weka.LWL_J48(3)_U': '0', 'weka.LWL_J48(3)_W': 'weka.classifiers.trees.J48'}",0.836
16,576909,3948,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AttributeSelectedClassifier_LWL_RandomTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_LWL_RandomTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_LWL_RandomTree(1)_W': 'weka.classifiers.lazy.LWL', 'weka.LWL_RandomTree(3)_A': 'true', 'weka.LWL_RandomTree(3)_K': '-1', 'weka.LWL_RandomTree(3)_U': '0', 'weka.LWL_RandomTree(3)_W': 'weka.classifiers.trees.RandomTree'}",0.7375
16,576945,3950,"{'weka.M5P(4)_M': '4.0', 'weka.AttributeSelectedClassifier_ClassificationViaRegression_M5P(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_ClassificationViaRegression_M5P(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_ClassificationViaRegression_M5P(1)_W': 'weka.classifiers.meta.ClassificationViaRegression', 'weka.ClassificationViaRegression_M5P(3)_W': 'weka.classifiers.trees.M5P'}",0.9045
16,576986,3952,"{'weka.AttributeSelectedClassifier_CVParameterSelection_ZeroR(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_CVParameterSelection_ZeroR(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_CVParameterSelection_ZeroR(1)_W': 'weka.classifiers.meta.CVParameterSelection', 'weka.CVParameterSelection_ZeroR(4)_X': '10', 'weka.CVParameterSelection_ZeroR(4)_S': '1', 'weka.CVParameterSelection_ZeroR(4)_W': 'weka.classifiers.rules.ZeroR'}",0.1
16,577027,3959,"{'weka.AttributeSelectedClassifier_IterativeClassifierOptimizer_LogitBoost_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_IterativeClassifierOptimizer_LogitBoost_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_IterativeClassifierOptimizer_LogitBoost_DecisionStump(1)_W': 'weka.classifiers.meta.IterativeClassifierOptimizer', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_L': '50', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_P': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_E': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_I': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_F': '10', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_R': '1', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_W': 'weka.classifiers.meta.LogitBoost', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_metric': 'RMSE', 'weka.IterativeClassifierOptimizer_LogitBoost_DecisionStump(2)_S': '1', 'weka.LogitBoost_DecisionStump(7)_P': '100', 'weka.LogitBoost_DecisionStump(7)_L': '-1.7976931348623157E308', 'weka.LogitBoost_DecisionStump(7)_H': '1.0', 'weka.LogitBoost_DecisionStump(7)_Z': '3.0', 'weka.LogitBoost_DecisionStump(7)_O': '1', 'weka.LogitBoost_DecisionStump(7)_E': '1', 'weka.LogitBoost_DecisionStump(7)_S': '1', 'weka.LogitBoost_DecisionStump(7)_I': '10', 'weka.LogitBoost_DecisionStump(7)_W': 'weka.classifiers.trees.DecisionStump'}",0.8865
16,577068,3964,"{'weka.RandomTree(11)_K': '0', 'weka.RandomTree(11)_M': '1.0', 'weka.RandomTree(11)_V': '0.001', 'weka.RandomTree(11)_S': '1', 'weka.AttributeSelectedClassifier_RandomCommittee_RandomTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_RandomCommittee_RandomTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_RandomCommittee_RandomTree(1)_W': 'weka.classifiers.meta.RandomCommittee', 'weka.RandomCommittee_RandomTree(5)_S': '1', 'weka.RandomCommittee_RandomTree(5)_num-slots': '1', 'weka.RandomCommittee_RandomTree(5)_I': '10', 'weka.RandomCommittee_RandomTree(5)_W': 'weka.classifiers.trees.RandomTree'}",0.9305
16,577108,3966,"{'weka.REPTree(15)_M': '2', 'weka.REPTree(15)_V': '0.001', 'weka.REPTree(15)_N': '3', 'weka.REPTree(15)_S': '1', 'weka.REPTree(15)_L': '-1', 'weka.REPTree(15)_I': '0.0', 'weka.AttributeSelectedClassifier_RandomSubSpace_REPTree(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_RandomSubSpace_REPTree(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_RandomSubSpace_REPTree(1)_W': 'weka.classifiers.meta.RandomSubSpace', 'weka.RandomSubSpace_REPTree(8)_P': '0.5', 'weka.RandomSubSpace_REPTree(8)_S': '1', 'weka.RandomSubSpace_REPTree(8)_num-slots': '1', 'weka.RandomSubSpace_REPTree(8)_I': '10', 'weka.RandomSubSpace_REPTree(8)_W': 'weka.classifiers.trees.REPTree'}",0.9085
16,577148,3968,"{'weka.AttributeSelectedClassifier_LogitBoost_DecisionStump(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_LogitBoost_DecisionStump(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_LogitBoost_DecisionStump(1)_W': 'weka.classifiers.meta.LogitBoost', 'weka.LogitBoost_DecisionStump(8)_P': '100', 'weka.LogitBoost_DecisionStump(8)_L': '-1.7976931348623157E308', 'weka.LogitBoost_DecisionStump(8)_H': '1.0', 'weka.LogitBoost_DecisionStump(8)_Z': '3.0', 'weka.LogitBoost_DecisionStump(8)_O': '1', 'weka.LogitBoost_DecisionStump(8)_E': '1', 'weka.LogitBoost_DecisionStump(8)_S': '1', 'weka.LogitBoost_DecisionStump(8)_I': '10', 'weka.LogitBoost_DecisionStump(8)_W': 'weka.classifiers.trees.DecisionStump'}",0.8865
16,577196,3903,"{'weka.DecisionTable(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.DecisionTable(1)_X': '1'}",0.632
16,577271,3986,"{'weka.DTNB(4)_X': '1', 'weka.AttributeSelectedClassifier_DTNB(1)_E': 'weka.attributeSelection.CfsSubsetEval -P 1 -E 1', 'weka.AttributeSelectedClassifier_DTNB(1)_S': 'weka.attributeSelection.BestFirst -D 1 -N 5', 'weka.AttributeSelectedClassifier_DTNB(1)_W': 'weka.classifiers.rules.DTNB'}",0.914
